0,1,2,3,4,5,cov
NC_074749.1,GCF_027570975_52,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_027570975_52,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_039908025_52,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_019857545_71,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_019857545_25,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_030122015_1,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_007559085_59,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_039512425_26,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_039512425_12,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_039908075_52,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_031326305_76,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_031326305_75,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_031326305_38,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857585_60,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857585_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857285_45,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857285_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_032463705_64,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_032463705_63,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_007559085_59,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857565_60,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857565_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_030034615_45,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_030034615_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_027595025_71,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_019720855_48,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_019857565_60,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCF_019857565_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_019857345_44,1.89e-25,90.323,93,93,1.0
NC_074749.1,GCA_030121955_44,1.89e-25,90.323,93,93,1.0
NC_073756.1,GCA_030851965_40,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_036232165_69,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_033615795_54,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_043995085_63,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_028609285_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_036232745_55,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_030264075_61,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_042443075_4,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_026870135_53,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_044758985_4,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_021184245_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_036233535_47,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_036233275_51,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_046689005_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_040429605_62,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_028610045_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_003429185_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_000026645_69,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_008033745_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_036232245_7,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_039622885_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_037285345_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_016745195_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_013343415_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_001750705_21,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_039622885_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_041951335_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_029961545_21,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_006364795_8,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_022475555_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_031211485_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_046529525_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_039908025_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_000223965_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_039924275_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_037287465_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_027571075_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_046272045_6,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_027570735_9,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_019857345_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_017378395_21,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_028609485_70,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_040931625_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_016745155_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_039908075_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_036232905_4,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_030121875_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_044758365_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_022649245_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_016925455_8,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_009720425_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_041514425_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_951802375_9,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_045348545_63,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_029961645_8,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_022699505_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_900497025_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_021513435_64,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_044757535_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_030368495_62,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_902172305_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_039830125_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_003812885_31,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_001077475_4,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_019378915_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_032252935_31,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_021513375_63,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_000763245_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_007559065_67,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_001792875_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_046529405_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_006364735_2,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_028609905_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_003288335_46,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_031221745_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_028404045_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_037287405_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_036233275_51,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_013393685_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_021513475_65,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_030122035_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_001516005_22,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_036233115_18,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_035205985_70,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_016064595_13,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_015697605_8,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_033807835_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_047198885_54,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_021249245_67,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_004291075_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_032598925_70,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_031851725_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_013394455_62,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_046042635_63,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_020978345_68,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_014854655_53,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_036232225_13,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCF_006971785_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_013343455_66,1.1e-40,100.0,96,96,1.0
NC_073756.1,GCA_021645445_68,1.1e-40,100.0,96,96,1.0
NC_074660.1,GCA_022557255_26,1.88e-39,100.0,95,95,1.0
NC_074660.1,GCF_022557255_26,1.88e-39,100.0,95,95,1.0
NC_074661.1,GCA_022557255_26,1.88e-39,100.0,95,95,1.0
NC_074661.1,GCF_022557255_26,1.88e-39,100.0,95,95,1.0
NC_074661.1,GCA_044218835_25,2.3e-19,94.118,68,69,0.9855072463768116
NC_074661.1,GCA_044218815_6,2.3e-19,94.118,68,69,0.9855072463768116
NC_074661.1,GCF_044218835_25,2.3e-19,94.118,68,69,0.9855072463768116
NC_074661.1,GCF_044218815_6,2.3e-19,94.118,68,69,0.9855072463768116
NC_074662.1,GCA_042443075_57,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000026645_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_016745195_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_001750705_66,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_006364795_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_022475555_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_017378395_69,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_028609485_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_022649245_39,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_029961645_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_900497025_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_030368495_12,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_003812885_8,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_046529405_16,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_004291075_47,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_032598925_32,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_031851725_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_036232225_60,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_006971785_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_021645445_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_021497305_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_902703195_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_028743595_22,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_022916475_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_036236015_32,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_038431925_42,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_023093935_43,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_023093935_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_046054755_42,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_016864415_15,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_029961285_73,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_029961285_43,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000496455_39,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_028403985_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_022649245_39,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_002205375_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_044758355_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_036232385_44,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_028743595_22,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_002946935_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_028366335_12,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_027570795_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_019915465_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_027570595_42,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_027570595_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_036232085_2,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_041519425_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000981825_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_027570795_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_036237095_66,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_030253475_10,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_046054735_57,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_042666995_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_033375015_48,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_002843285_9,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_016134915_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_000981825_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_036237115_51,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_013343335_44,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_009662315_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_033225445_51,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_029961625_78,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_029961625_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_029961325_76,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_029961325_14,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_900618285_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_033221155_66,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_036232765_64,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000284555_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_035621255_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_016924585_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_044833425_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_009664165_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_041519425_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_017378475_69,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_032843885_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_028404085_42,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_028404085_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_002946935_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000829255_46,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_000829255_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_036232385_44,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_019710495_4,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_019710495_2,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_003073795_32,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_013393665_38,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_029961285_73,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_029961285_43,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_021660875_11,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_032699645_43,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_032699645_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_032699645_37,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_032699645_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_002812865_52,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_002812865_36,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_002205375_35,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_030758435_40,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_030758435_30,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCA_001594325_46,4.1000000000000003e-29,100.0,76,76,1.0
NC_074662.1,GCF_003073735_41,4.1000000000000003e-29,100.0,76,76,1.0
NC_074663.1,GCA_042443075_57,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_000026645_37,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_016745195_35,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_001750705_66,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_006364795_41,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_022475555_38,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_017378395_69,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_028609485_40,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_022649245_39,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_029961645_35,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_900497025_41,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_030368495_12,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_003812885_8,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_046529405_16,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_004291075_47,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_032598925_32,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_031851725_36,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_036232225_60,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_006971785_41,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_021645445_41,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_021497305_40,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_902703195_11,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_028743595_22,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_022916475_11,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_036236015_32,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_038431925_42,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_023093935_43,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_023093935_37,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_046054755_42,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_016864415_15,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_029961285_73,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_029961285_43,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_000496455_39,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_028403985_38,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_022649245_39,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_002205375_35,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_044758355_38,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_036232385_44,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_028743595_22,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_002946935_40,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_028366335_12,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_027570795_36,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_019915465_40,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_027570595_42,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_027570595_38,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_036232085_2,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_041519425_11,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_000981825_36,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_027570795_36,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_036237095_66,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_030253475_10,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_046054735_57,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_042666995_40,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCF_033375015_48,3.77e-29,100.0,76,76,1.0
NC_074663.1,GCA_002843285_9,3.77e-29,100.0,76,76,1.0
